work_id,constituency_name,state_name,district_name,mp_name,work_description,work_category,sanctioned_amount,sanction_date,actual_expenditure,work_status,implementing_agency,financial_year,expected_completion_date,completion_date,latitude,longitude,anomaly_injected
WRK002613,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Upgradation of Primary Health Centre with maternal care equipment at Station Road,HEALTH,1820000.0,2023-08-08,1814267.44,COMPLETED,Zilla Parishad Engineering Division,2023-24,2023-12-12,2023-11-28,30.4105,77.9719,
WRK002614,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Bituminous surface road connectivity linking village to Model Town,ROADS,4960000.0,2023-04-27,4728944.81,COMPLETED,Irrigation & Public Health Division,2023-24,2023-11-24,2023-11-09,30.162,78.0561,
WRK002615,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of community reverse osmosis water purification plant at Kisan Basti,DRINKING_WATER,3870000.0000000005,2023-07-14,3748243.94,COMPLETED,Public Works Department (PWD),2023-24,2023-12-30,2023-12-25,30.3247,78.1979,
WRK002616,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of decentralized solid waste segregation and processing unit at Model Town,SANITATION,3429999.9999999995,2023-10-18,3384990.51,COMPLETED,Rural Development Agency (DRDA),2023-24,2024-05-28,2024-05-22,30.1554,78.1588,
WRK002617,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of multipurpose community welfare hall and auditorium at Adarsh Nagar,COMMUNITY_ASSETS,4490000.0,2023-11-10,4286746.04,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-03-09,2024-02-23,30.4926,78.1609,
WRK002618,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Rooftop solar photovoltaic power system for primary healthcare facility at Station Road,POWER,3160000.0,2023-11-09,2930836.14,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-05-08,2024-05-05,30.3178,77.8586,
WRK002619,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Bituminous surface road connectivity linking village to Subhash Ward,ROADS,4660000.0,2024-05-23,4537725.93,COMPLETED,Rural Development Agency (DRDA),2024-25,2024-10-15,2024-10-04,30.106,77.9928,
WRK002620,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of piped drinking water supply scheme with solar pump at Vikas Puri,DRINKING_WATER,3070000.0,2024-09-23,2957384.56,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-01-21,2025-01-13,30.2008,77.8768,
WRK002621,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of decentralized solid waste segregation and processing unit at Ram Nagar,SANITATION,1720000.0,2025-01-01,1685921.0,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-04-11,2025-03-27,30.4419,78.133,
WRK002622,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of multipurpose community welfare hall and auditorium at Vikas Puri,COMMUNITY_ASSETS,3200000.0,2024-11-24,3139393.01,COMPLETED,Irrigation & Public Health Division,2024-25,2025-06-01,2025-05-23,30.125,77.8221,
WRK002623,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of integrated solar LED street lighting units across Gandhi Chowk,POWER,4160000.0,2024-07-23,4141810.32,COMPLETED,Public Works Department (PWD),2024-25,2025-01-14,2025-01-11,30.4294,78.1293,
WRK002624,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of drinking water facility and sanitation block in school at Sector 4,EDUCATION,860000.0,2024-09-05,844427.42,COMPLETED,Rural Development Agency (DRDA),2024-25,2024-12-22,2024-12-13,30.4431,77.9286,
WRK002625,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Supply of mobile health dispensary unit and diagnostic lab at Kisan Basti,HEALTH,3320000.0000000005,2024-11-12,3058866.84,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-02-22,2025-02-22,30.392,77.8882,
WRK002626,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Bituminous surface road connectivity linking village to Kisan Basti,ROADS,2260000.0,2024-09-07,2152102.04,COMPLETED,Zilla Parishad Engineering Division,2024-25,2024-12-20,2024-12-18,30.3857,77.9796,
WRK002627,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of community reverse osmosis water purification plant at Station Road,DRINKING_WATER,2050000.0,2024-06-25,1988563.91,COMPLETED,Irrigation & Public Health Division,2024-25,2025-02-12,2025-02-12,30.4195,78.0983,
WRK002628,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Underground storm water drainage and sewage disposal network at Sector 4,SANITATION,3040000.0,2024-07-07,2924232.29,COMPLETED,Public Works Department (PWD),2024-25,2024-10-22,2024-10-15,30.4076,77.9054,
WRK002629,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of multipurpose community welfare hall and auditorium at Shivaji Nagar,COMMUNITY_ASSETS,1410000.0,2024-07-26,1337568.74,COMPLETED,Rural Development Agency (DRDA),2024-25,2024-12-22,2024-12-12,30.1357,77.8531,
WRK002630,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of integrated solar LED street lighting units across Adarsh Nagar,POWER,990000.0,2024-11-07,989691.98,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-06-24,2025-06-14,30.4709,77.9857,
WRK002631,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of drinking water facility and sanitation block in school at Gandhi Chowk,EDUCATION,3210000.0,2024-05-26,3165102.98,COMPLETED,Zilla Parishad Engineering Division,2024-25,2024-08-24,2024-08-19,30.2519,77.8875,
WRK002632,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Upgradation of Primary Health Centre with maternal care equipment at Kisan Basti,HEALTH,2960000.0,2024-12-25,2934283.65,COMPLETED,Irrigation & Public Health Division,2024-25,2025-06-21,2025-06-15,30.2504,77.8762,
WRK002633,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Bituminous surface road connectivity linking village to Ram Nagar,ROADS,3770000.0000000005,2024-05-11,3587709.5,COMPLETED,Public Works Department (PWD),2024-25,2024-09-21,2024-09-07,30.4458,77.9292,
WRK002634,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of piped drinking water supply scheme with solar pump at Subhash Ward,DRINKING_WATER,1780000.0,2024-09-04,1652070.04,COMPLETED,Rural Development Agency (DRDA),2024-25,2024-12-16,2024-12-16,30.1946,77.882,
WRK002635,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of decentralized solid waste segregation and processing unit at Gandhi Chowk,SANITATION,4570000.0,2024-06-27,4209523.34,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-01-30,2025-01-20,30.3669,77.8681,
WRK002636,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of covered shed and crematorium facility with lighting at Gandhi Chowk,COMMUNITY_ASSETS,4520000.0,2024-12-23,4252813.17,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-08-20,2025-08-18,30.3145,77.873,
WRK002637,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of integrated solar LED street lighting units across Model Town,POWER,2030000.0,2025-01-20,1990679.46,COMPLETED,Irrigation & Public Health Division,2024-25,2025-08-23,2025-08-15,30.4138,78.0747,
WRK002638,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of drinking water facility and sanitation block in school at Shivaji Nagar,EDUCATION,4320000.0,2024-06-13,4091375.67,COMPLETED,Public Works Department (PWD),2024-25,2024-10-26,2024-10-25,30.3174,78.1984,
WRK002639,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Supply of mobile health dispensary unit and diagnostic lab at Sector 4,HEALTH,4040000.0,2024-12-24,4016440.47,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-08-21,2025-08-09,30.3178,78.0547,
WRK002640,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Bituminous surface road connectivity linking village to Kisan Basti,ROADS,2310000.0,2024-05-17,2152281.36,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2024-12-20,2024-12-05,30.1944,77.962,
WRK002641,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,"Construction of 50,000 litre overhead water storage tank at Sector 4",DRINKING_WATER,2930000.0,2024-10-25,2777476.81,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-02-13,2025-02-03,30.3636,77.8684,
WRK002642,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of modern community sanitary complex with bio-toilets at Subhash Ward,SANITATION,570000.0,2024-10-20,536479.83,COMPLETED,Irrigation & Public Health Division,2024-25,2025-04-13,2025-04-02,30.3156,77.9789,
WRK002643,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of covered shed and crematorium facility with lighting at Gandhi Chowk,COMMUNITY_ASSETS,3429999.9999999995,2025-01-08,3264792.11,COMPLETED,Public Works Department (PWD),2024-25,2025-05-22,2025-05-21,30.1291,78.0282,
WRK002644,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Rooftop solar photovoltaic power system for primary healthcare facility at Sector 4,POWER,3160000.0,2025-01-26,3105230.71,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-07-03,2025-06-18,30.1941,78.0494,
WRK002645,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of additional classrooms in Government High School at Station Road,EDUCATION,4330000.0,2024-05-05,4275187.01,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2024-08-11,2024-08-09,30.4806,78.0767,
WRK002646,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Supply of mobile health dispensary unit and diagnostic lab at Model Town,HEALTH,2780000.0,2024-08-22,2745780.54,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-02-02,2025-01-20,30.3593,77.9193,
WRK002647,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of reinforced cement concrete culvert and approach road at Gandhi Chowk,ROADS,2060000.0000000002,2024-09-08,1901099.75,COMPLETED,Irrigation & Public Health Division,2024-25,2025-04-25,2025-04-24,30.303,78.185,
WRK002648,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of piped drinking water supply scheme with solar pump at Adarsh Nagar,DRINKING_WATER,1560000.0,2024-07-16,1531184.59,COMPLETED,Public Works Department (PWD),2024-25,2025-03-02,2025-02-20,30.2607,77.9562,
WRK002649,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of modern community sanitary complex with bio-toilets at Model Town,SANITATION,1739999.9999999998,2024-12-03,1736291.35,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-03-22,2025-03-22,30.4854,77.8254,
WRK002650,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of covered shed and crematorium facility with lighting at Vikas Puri,COMMUNITY_ASSETS,2230000.0,2024-12-24,2140305.13,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-05-01,2025-04-20,30.4428,78.0298,
WRK002651,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of integrated solar LED street lighting units across Adarsh Nagar,POWER,3100000.0,2025-01-05,2930926.96,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-08-09,2025-07-25,30.4977,77.8153,
WRK002652,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of CC road and drainage channel from Main Market to Shivaji Nagar,ROADS,730000.0,2025-10-21,715725.12,COMPLETED,Rural Development Agency (DRDA),2025-26,2026-03-28,2026-03-25,30.4532,78.0654,
WRK002653,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,"Construction of 50,000 litre overhead water storage tank at Model Town",DRINKING_WATER,3590000.0,2025-10-02,3561213.01,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2026-05-25,2026-05-15,30.1153,78.0692,
WRK002654,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of decentralized solid waste segregation and processing unit at Adarsh Nagar,SANITATION,1710000.0000000002,2025-10-24,1600027.47,COMPLETED,Zilla Parishad Engineering Division,2025-26,2026-03-09,2026-03-05,30.4737,77.9573,
WRK002655,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of covered shed and crematorium facility with lighting at Ram Nagar,COMMUNITY_ASSETS,3370000.0000000005,2025-07-20,3313258.66,COMPLETED,Irrigation & Public Health Division,2025-26,2025-11-21,2025-11-13,30.3734,78.0957,
WRK002656,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of integrated solar LED street lighting units across Vikas Puri,POWER,2030000.0,2025-06-07,1897904.13,COMPLETED,Public Works Department (PWD),2025-26,2025-10-17,2025-10-12,30.2043,78.0738,
WRK002657,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of drinking water facility and sanitation block in school at Kisan Basti,EDUCATION,4610000.0,2025-07-16,4590108.68,COMPLETED,Rural Development Agency (DRDA),2025-26,2026-01-09,2026-01-01,30.2556,78.1875,
WRK002658,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Supply of mobile health dispensary unit and diagnostic lab at Shivaji Nagar,HEALTH,2880000.0,2025-10-08,2674070.93,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2026-04-10,2026-04-07,30.1409,78.1442,
WRK002659,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Bituminous surface road connectivity linking village to Adarsh Nagar,ROADS,4780000.0,2025-04-29,4611241.11,COMPLETED,Zilla Parishad Engineering Division,2025-26,2025-11-30,2025-11-15,30.3076,78.1825,
WRK002660,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of community reverse osmosis water purification plant at Adarsh Nagar,DRINKING_WATER,3979999.9999999995,2025-12-21,3861595.88,COMPLETED,Irrigation & Public Health Division,2025-26,2026-06-02,2026-05-21,30.4299,77.8897,
WRK002661,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of decentralized solid waste segregation and processing unit at Vikas Puri,SANITATION,4670000.0,2025-05-24,4370801.62,COMPLETED,Public Works Department (PWD),2025-26,2025-09-19,2025-09-14,30.4656,78.0396,
WRK002662,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of covered shed and crematorium facility with lighting at Shivaji Nagar,COMMUNITY_ASSETS,4070000.0000000005,2025-08-31,3850300.09,COMPLETED,Rural Development Agency (DRDA),2025-26,2025-12-21,2025-12-20,30.4354,77.8841,
WRK002663,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of integrated solar LED street lighting units across Adarsh Nagar,POWER,1410000.0,2025-09-30,1389418.38,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2026-02-22,2026-02-22,30.3916,77.9464,
WRK002664,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Repair and patch work of construction of drinking water facility and sanitation block in school at vikas puri,EDUCATION,1570000.0,2025-12-03,1540230.51,COMPLETED,Zilla Parishad Engineering Division,2025-26,2025-12-20,2025-12-20,30.2789,77.9269,DURABILITY_RISK
WRK002665,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Upgradation of Primary Health Centre with maternal care equipment at Ram Nagar,HEALTH,660000.0,2025-05-30,659872.94,COMPLETED,Irrigation & Public Health Division,2025-26,2025-11-26,2025-11-26,30.1709,77.9532,
WRK002666,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of reinforced cement concrete culvert and approach road at Sector 4,ROADS,3910000.0,2025-06-22,3761977.75,COMPLETED,Public Works Department (PWD),2025-26,2025-09-21,2025-09-17,30.2087,77.8519,
WRK002667,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,"Construction of 50,000 litre overhead water storage tank at Station Road",DRINKING_WATER,4710000.0,2025-06-25,4355193.5,COMPLETED,Rural Development Agency (DRDA),2025-26,2026-02-12,2026-02-07,30.4236,78.1238,
WRK002668,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of decentralized solid waste segregation and processing unit at Vikas Puri,SANITATION,4070000.0000000005,2025-11-14,3789404.13,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2026-06-07,2026-06-02,30.3156,77.9118,
WRK002669,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of covered shed and crematorium facility with lighting at Adarsh Nagar,COMMUNITY_ASSETS,2940000.0,2025-09-06,2908669.88,COMPLETED,Zilla Parishad Engineering Division,2025-26,2026-03-01,2026-02-23,30.3932,77.9688,
WRK002670,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of integrated solar LED street lighting units across Vikas Puri,POWER,1870000.0,2025-06-20,1770111.3,COMPLETED,Irrigation & Public Health Division,2025-26,2025-10-18,2025-10-07,30.4871,78.125,
WRK002671,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of additional classrooms in Government High School at Sector 4,EDUCATION,1200000.0,2025-05-07,1126280.6,COMPLETED,Public Works Department (PWD),2025-26,2025-10-22,2025-10-14,30.249,77.8918,
WRK002672,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Upgradation of Primary Health Centre with maternal care equipment at Gandhi Chowk,HEALTH,4410000.0,2025-09-29,4241286.42,COMPLETED,Rural Development Agency (DRDA),2025-26,2026-01-14,2026-01-12,30.1833,77.9296,
WRK002673,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of reinforced cement concrete culvert and approach road at Station Road,ROADS,1780000.0,2025-06-06,1721108.13,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2025-11-15,2025-11-15,30.4404,78.0099,
WRK002674,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of piped drinking water supply scheme with solar pump at Kisan Basti,DRINKING_WATER,2400000.0,2025-08-07,2351404.82,COMPLETED,Zilla Parishad Engineering Division,2025-26,2026-02-25,2026-02-14,30.3877,77.9171,
WRK002675,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Underground storm water drainage and sewage disposal network at Vikas Puri,SANITATION,4640000.0,2025-07-10,4567758.82,COMPLETED,Irrigation & Public Health Division,2025-26,2025-12-20,2025-12-10,30.1837,78.1835,
WRK002676,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of covered shed and crematorium facility with lighting at Vikas Puri,COMMUNITY_ASSETS,3820000.0000000005,2025-06-09,3782919.73,COMPLETED,Public Works Department (PWD),2025-26,2025-10-25,2025-10-10,30.4345,77.8505,
WRK002677,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Rooftop solar photovoltaic power system for primary healthcare facility at Ram Nagar,POWER,770000.0,2025-06-02,738555.53,COMPLETED,Rural Development Agency (DRDA),2025-26,2025-09-02,2025-08-24,30.4542,78.0078,
WRK002678,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of drinking water facility and sanitation block in school at Vikas Puri,EDUCATION,2050000.0,2025-12-09,1900283.07,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2026-07-23,2026-07-22,30.166,77.9887,
WRK002679,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Upgradation of Primary Health Centre with maternal care equipment at Station Road,HEALTH,2660000.0,2025-10-12,2503726.13,COMPLETED,Zilla Parishad Engineering Division,2025-26,2026-04-02,2026-03-22,30.2041,78.1893,
WRK002680,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Bituminous surface road connectivity linking village to Station Road,ROADS,1960000.0000000002,2025-05-02,1874320.29,COMPLETED,Irrigation & Public Health Division,2025-26,2025-08-23,2025-08-15,30.3044,78.1102,
WRK002681,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of community reverse osmosis water purification plant at Gandhi Chowk,DRINKING_WATER,740000.0,2025-11-02,691192.5,COMPLETED,Public Works Department (PWD),2025-26,2026-03-18,2026-03-17,30.3873,78.1841,
WRK002682,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Installation of decentralized solid waste segregation and processing unit at Shivaji Nagar,SANITATION,2490000.0,2025-07-26,2481372.85,COMPLETED,Rural Development Agency (DRDA),2025-26,2025-12-18,2025-12-03,30.4703,78.0622,
WRK002683,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Construction of Gram Panchayat Bhavan cum civic service centre at Station Road,COMMUNITY_ASSETS,1200000.0,2025-07-13,1120434.49,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2026-03-05,2026-02-21,30.4639,77.8856,
WRK002684,Dehradun,Uttarakhand,Dehradun,Mala Rajya Laxmi Shah,Rooftop solar photovoltaic power system for primary healthcare facility at Subhash Ward,POWER,3460000.0,2025-09-30,3223024.03,COMPLETED,Zilla Parishad Engineering Division,2025-26,2026-05-27,2026-05-17,30.1301,77.9213,
WRK002685,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,"Construction of 50,000 litre overhead water storage tank at Shivaji Nagar",DRINKING_WATER,1410000.0,2024-01-17,1378955.87,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-09-05,2024-09-04,31.2759,77.0067,
WRK002686,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Installation of decentralized solid waste segregation and processing unit at Kisan Basti,SANITATION,1230000.0,2023-08-06,1157286.13,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-02-12,2024-02-05,31.0159,77.2768,
WRK002687,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Construction of covered shed and crematorium facility with lighting at Kisan Basti,COMMUNITY_ASSETS,1310000.0,2023-06-14,1205481.71,COMPLETED,Irrigation & Public Health Division,2023-24,2024-01-04,2023-12-25,31.1414,77.2392,
WRK002688,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Supply and erection of 100 kVA distribution transformer for power stabilization at Gandhi Chowk,POWER,750000.0,2023-07-07,744639.81,COMPLETED,Public Works Department (PWD),2023-24,2023-12-07,2023-11-25,31.1667,77.1384,
WRK002689,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Construction of additional classrooms in Government High School at Kisan Basti,EDUCATION,1120000.0,2023-09-30,1032915.82,COMPLETED,Rural Development Agency (DRDA),2023-24,2024-05-19,2024-05-07,31.2783,77.1076,
WRK002690,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Upgradation of Primary Health Centre with maternal care equipment at Adarsh Nagar,HEALTH,3779999.9999999995,2023-11-05,3557830.22,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-02-16,2024-02-16,31.1192,76.9693,
WRK002691,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Construction of reinforced cement concrete culvert and approach road at Kisan Basti,ROADS,2770000.0,2024-01-06,2708405.06,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-08-28,2024-08-24,31.0753,77.1734,
WRK002692,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Installation of community reverse osmosis water purification plant at Vikas Puri,DRINKING_WATER,1330000.0,2023-10-15,1303464.57,COMPLETED,Irrigation & Public Health Division,2023-24,2024-05-28,2024-05-14,31.0577,76.9244,
WRK002693,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Construction of modern community sanitary complex with bio-toilets at Sector 4,SANITATION,4900000.0,2023-09-05,4843232.77,COMPLETED,Public Works Department (PWD),2023-24,2024-02-02,2024-01-28,31.269,77.1582,
WRK002694,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Construction of multipurpose community welfare hall and auditorium at Kisan Basti,COMMUNITY_ASSETS,2060000.0000000002,2023-05-20,2048222.95,COMPLETED,Rural Development Agency (DRDA),2023-24,2023-09-28,2023-09-15,31.2816,77.2488,
WRK002695,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Installation of integrated solar LED street lighting units across Station Road,POWER,4010000.0,2023-07-10,3752987.71,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-03-06,2024-02-28,31.1997,77.1656,
WRK002696,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Construction of drinking water facility and sanitation block in school at Vikas Puri,EDUCATION,760000.0,2023-07-23,704224.99,COMPLETED,Zilla Parishad Engineering Division,2023-24,2023-12-10,2023-12-10,31.2647,77.1306,
WRK002697,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Upgradation of Primary Health Centre with maternal care equipment at Model Town,HEALTH,1150000.0,2023-06-13,1072481.22,COMPLETED,Irrigation & Public Health Division,2023-24,2023-09-23,2023-09-22,31.1533,77.1927,
WRK002698,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Bituminous surface road connectivity linking village to Kisan Basti,ROADS,740000.0,2023-06-26,734866.49,COMPLETED,Public Works Department (PWD),2023-24,2023-10-16,2023-10-02,30.9464,77.053,
WRK002699,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Installation of piped drinking water supply scheme with solar pump at Model Town,DRINKING_WATER,2510000.0,2023-05-02,2496426.4,COMPLETED,Rural Development Agency (DRDA),2023-24,2023-10-26,2023-10-17,31.1647,77.2702,
WRK002700,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Installation of decentralized solid waste segregation and processing unit at Shivaji Nagar,SANITATION,1820000.0,2023-05-04,1770545.1,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2023-09-20,2023-09-19,31.0726,77.0349,
WRK002701,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Construction of covered shed and crematorium facility with lighting at Ram Nagar,COMMUNITY_ASSETS,969999.9999999999,2024-01-07,935730.8,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-06-17,2024-06-14,30.9705,76.936,
WRK002702,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Rooftop solar photovoltaic power system for primary healthcare facility at Vikas Puri,POWER,4650000.0,2023-06-26,4499832.25,COMPLETED,Irrigation & Public Health Division,2023-24,2023-09-26,2023-09-23,31.1306,77.0307,
WRK002703,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Construction of additional classrooms in Government High School at Sector 4,EDUCATION,3650000.0,2023-07-24,3588964.88,COMPLETED,Public Works Department (PWD),2023-24,2024-01-23,2024-01-08,31.2978,77.04,
WRK002704,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Upgradation of Primary Health Centre with maternal care equipment at Model Town,HEALTH,1080000.0,2023-10-09,1077311.71,COMPLETED,Rural Development Agency (DRDA),2023-24,2024-06-04,2024-05-23,31.0986,76.9068,
WRK002705,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Construction of CC road and drainage channel from Main Market to Ram Nagar,ROADS,2410000.0,2023-07-22,2364223.91,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-01-19,2024-01-08,31.1199,77.1159,
WRK002706,Shimla,Himachal Pradesh,Shimla,Suresh Kumar Kashyap,Installation of piped drinking water supply scheme with solar pump at Sector 4,DRINKING_WATER,4740000.0,2023-08-26,4520996.75,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-01-02,2023-12-29,30.9103,77.296,
